,id,home_team,away_team,home_team_abv,away_team_abv,datetime
86,1022500087, Indiana Fever,Las Vegas Aces,IND,LVA,2025-06-22T13:00:00.000Z
87,1022500088, New York Liberty,Seattle Storm,NYL,SEA,2025-06-22T13:00:00.000Z
88,1022500089, Connecticut Sun,Golden State Valkyries,CON,GSV,2025-06-22T13:00:00.000Z
89,1022500090, Minnesota Lynx,Washington Mystics,MIN,WAS,2025-06-24T13:00:00.000Z
90,1022500091, Los Angeles Sparks,Chicago Sky,LAS,CHI,2025-06-24T13:00:00.000Z
91,1022500092, Atlanta Dream,Dallas Wings,ATL,DAL,2025-06-24T13:00:00.000Z
92,1022500093, Indiana Fever,Seattle Storm,IND,SEA,2025-06-24T13:00:00.000Z
93,1022500094, New York Liberty,Golden State Valkyries,NYL,GSV,2025-06-25T13:00:00.000Z
94,1022500095, Connecticut Sun,Las Vegas Aces,CON,LVA,2025-06-25T13:00:00.000Z
95,1022500096, Los Angeles Sparks,Indiana Fever,LAS,IND,2025-06-26T13:00:00.000Z
96,1022500097, Washington Mystics,Las Vegas Aces,WAS,LVA,2025-06-26T13:00:00.000Z
97,1022500098, Minnesota Lynx,Atlanta Dream,MIN,ATL,2025-06-27T13:00:00.000Z
98,1022500099, Indiana Fever,Dallas Wings,IND,DAL,2025-06-27T13:00:00.000Z
99,1022500100, Chicago Sky,Golden State Valkyries,CHI,GSV,2025-06-27T13:00:00.000Z
100,1022500101, New York Liberty,Phoenix Mercury,NYL,PHX,2025-06-27T13:00:00.000Z
101,1022500102, Connecticut Sun,Seattle Storm,CON,SEA,2025-06-27T13:00:00.000Z
102,1022500103, Washington Mystics,Dallas Wings,WAS,DAL,2025-06-28T13:00:00.000Z
103,1022500104, New York Liberty,Atlanta Dream,NYL,ATL,2025-06-29T13:00:00.000Z
104,1022500105, Chicago Sky,Los Angeles Sparks,CHI,LAS,2025-06-29T13:00:00.000Z
105,1022500106, Las Vegas Aces,Phoenix Mercury,LVA,PHX,2025-06-29T13:00:00.000Z
106,1022500107, Connecticut Sun,Minnesota Lynx,CON,MIN,2025-06-29T13:00:00.000Z
107,1022500108, Seattle Storm,Golden State Valkyries,SEA,GSV,2025-06-29T13:00:00.000Z
108,1022500109, Las Vegas Aces,Indiana Fever,LVA,IND,2025-07-03T13:00:00.000Z
109,1022500110, Los Angeles Sparks,New York Liberty,LAS,NYL,2025-07-03T13:00:00.000Z
110,1022500111, Seattle Storm,Atlanta Dream,SEA,ATL,2025-07-03T13:00:00.000Z
111,1022500112, Phoenix Mercury,Dallas Wings,PHX,DAL,2025-07-03T13:00:00.000Z
112,1022500113, Washington Mystics,Minnesota Lynx,WAS,MIN,2025-07-03T13:00:00.000Z
113,1022500114, Los Angeles Sparks,Indiana Fever,LAS,IND,2025-07-05T13:00:00.000Z
114,1022500115, Golden State Valkyries,Minnesota Lynx,GSV,MIN,2025-07-05T13:00:00.000Z
115,1022500116, Las Vegas Aces,Connecticut Sun,LVA,CON,2025-07-06T13:00:00.000Z
116,1022500117, Seattle Storm,New York Liberty,SEA,NYL,2025-07-06T13:00:00.000Z
117,1022500118, Chicago Sky,Minnesota Lynx,CHI,MIN,2025-07-06T13:00:00.000Z
118,1022500119, Golden State Valkyries,Atlanta Dream,GSV,ATL,2025-07-07T13:00:00.000Z
119,1022500120, Dallas Wings,Phoenix Mercury,DAL,PHX,2025-07-07T13:00:00.000Z
120,1022500121, Chicago Sky,Washington Mystics,CHI,WAS,2025-07-08T13:00:00.000Z
121,1022500122, Las Vegas Aces,New York Liberty,LVA,NYL,2025-07-08T13:00:00.000Z
122,1022500123, Seattle Storm,Connecticut Sun,SEA,CON,2025-07-09T13:00:00.000Z
123,1022500124, Golden State Valkyries,Indiana Fever,GSV,IND,2025-07-09T13:00:00.000Z
124,1022500125, Minnesota Lynx,Phoenix Mercury,MIN,PHX,2025-07-09T13:00:00.000Z
125,1022500126, Dallas Wings,Chicago Sky,DAL,CHI,2025-07-09T13:00:00.000Z
126,1022500127, Minnesota Lynx,Los Angeles Sparks,MIN,LAS,2025-07-10T13:00:00.000Z
127,1022500128, Las Vegas Aces,Washington Mystics,LVA,WAS,2025-07-10T13:00:00.000Z
128,1022500129, Atlanta Dream,Indiana Fever,ATL,IND,2025-07-11T13:00:00.000Z
129,1022500130, Connecticut Sun,Seattle Storm,CON,SEA,2025-07-11T13:00:00.000Z
130,1022500131, Minnesota Lynx,Chicago Sky,MIN,CHI,2025-07-12T13:00:00.000Z
131,1022500132, Golden State Valkyries,Las Vegas Aces,GSV,LVA,2025-07-12T13:00:00.000Z
132,1022500133, Dallas Wings,Indiana Fever,DAL,IND,2025-07-13T13:00:00.000Z
133,1022500134, Atlanta Dream,New York Liberty,ATL,NYL,2025-07-13T13:00:00.000Z
134,1022500135, Connecticut Sun,Los Angeles Sparks,CON,LAS,2025-07-13T13:00:00.000Z
135,1022500136, Washington Mystics,Seattle Storm,WAS,SEA,2025-07-13T13:00:00.000Z
136,1022500137, Minnesota Lynx,Chicago Sky,MIN,CHI,2025-07-14T13:00:00.000Z
137,1022500138, Phoenix Mercury,Golden State Valkyries,PHX,GSV,2025-07-14T13:00:00.000Z
138,1022500139, Indiana Fever,Connecticut Sun,IND,CON,2025-07-15T13:00:00.000Z
139,1022500140, Washington Mystics,Los Angeles Sparks,WAS,LAS,2025-07-15T13:00:00.000Z
140,1022500141, Atlanta Dream,Chicago Sky,ATL,CHI,2025-07-16T13:00:00.000Z
141,1022500142, Phoenix Mercury,Minnesota Lynx,PHX,MIN,2025-07-16T13:00:00.000Z
142,1022500143, Golden State Valkyries,Seattle Storm,GSV,SEA,2025-07-16T13:00:00.000Z
143,1022500144, Indiana Fever,New York Liberty,IND,NYL,2025-07-16T13:00:00.000Z
144,1022500145, Las Vegas Aces,Dallas Wings,LVA,DAL,2025-07-16T13:00:00.000Z
145,1022500146, Los Angeles Sparks,Washington Mystics,LAS,WAS,2025-07-22T13:00:00.000Z
146,1022500147, Indiana Fever,New York Liberty,IND,NYL,2025-07-22T13:00:00.000Z
147,1022500148, Chicago Sky,Minnesota Lynx,CHI,MIN,2025-07-22T13:00:00.000Z
148,1022500149, Atlanta Dream,Las Vegas Aces,ATL,LVA,2025-07-22T13:00:00.000Z
149,1022500150, Dallas Wings,Seattle Storm,DAL,SEA,2025-07-22T13:00:00.000Z
150,1022500151, Atlanta Dream,Phoenix Mercury,ATL,PHX,2025-07-23T13:00:00.000Z
151,1022500152, Los Angeles Sparks,Connecticut Sun,LAS,CON,2025-07-24T13:00:00.000Z
152,1022500153, Las Vegas Aces,Indiana Fever,LVA,IND,2025-07-24T13:00:00.000Z
153,1022500154, Seattle Storm,Chicago Sky,SEA,CHI,2025-07-24T13:00:00.000Z
154,1022500155, Phoenix Mercury,New York Liberty,PHX,NYL,2025-07-25T13:00:00.000Z
155,1022500156, Las Vegas Aces,Minnesota Lynx,LVA,MIN,2025-07-25T13:00:00.000Z
156,1022500157, Dallas Wings,Golden State Valkyries,DAL,GSV,2025-07-25T13:00:00.000Z
157,1022500158, Indiana Fever,Chicago Sky,IND,CHI,2025-07-27T13:00:00.000Z
158,1022500159, Los Angeles Sparks,New York Liberty,LAS,NYL,2025-07-26T13:00:00.000Z
159,1022500160, Seattle Storm,Washington Mystics,SEA,WAS,2025-07-26T13:00:00.000Z
160,1022500161, Golden State Valkyries,Connecticut Sun,GSV,CON,2025-07-27T13:00:00.000Z
161,1022500162, Las Vegas Aces,Dallas Wings,LVA,DAL,2025-07-27T13:00:00.000Z
162,1022500163, Phoenix Mercury,Washington Mystics,PHX,WAS,2025-07-27T13:00:00.000Z
163,1022500164, Atlanta Dream,Minnesota Lynx,ATL,MIN,2025-07-27T13:00:00.000Z
164,1022500165, Seattle Storm,Connecticut Sun,SEA,CON,2025-07-28T13:00:00.000Z
165,1022500166, New York Liberty,Dallas Wings,NYL,DAL,2025-07-28T13:00:00.000Z
166,1022500167, Golden State Valkyries,Atlanta Dream,GSV,ATL,2025-07-29T13:00:00.000Z
167,1022500168, Chicago Sky,Washington Mystics,CHI,WAS,2025-07-29T13:00:00.000Z
168,1022500169, Las Vegas Aces,Los Angeles Sparks,LVA,LAS,2025-07-29T13:00:00.000Z
169,1022500170, Phoenix Mercury,Indiana Fever,PHX,IND,2025-07-30T13:00:00.000Z
170,1022500171, Atlanta Dream,Dallas Wings,ATL,DAL,2025-07-30T13:00:00.000Z
171,1022500172, New York Liberty,Minnesota Lynx,NYL,MIN,2025-07-30T13:00:00.000Z
172,1022500173, Golden State Valkyries,Washington Mystics,GSV,WAS,2025-07-31T13:00:00.000Z
173,1022500174, Phoenix Mercury,Atlanta Dream,PHX,ATL,2025-08-01T13:00:00.000Z
174,1022500175, New York Liberty,Connecticut Sun,NYL,CON,2025-08-01T13:00:00.000Z
175,1022500176, Golden State Valkyries,Chicago Sky,GSV,CHI,2025-08-01T13:00:00.000Z
176,1022500177, Indiana Fever,Dallas Wings,IND,DAL,2025-08-01T13:00:00.000Z
177,1022500178, Los Angeles Sparks,Seattle Storm,LAS,SEA,2025-08-01T13:00:00.000Z
178,1022500179, Minnesota Lynx,Las Vegas Aces,MIN,LVA,2025-08-02T13:00:00.000Z
179,1022500180, Washington Mystics,Atlanta Dream,WAS,ATL,2025-08-03T13:00:00.000Z
180,1022500181, New York Liberty,Connecticut Sun,NYL,CON,2025-08-03T13:00:00.000Z
181,1022500182, Phoenix Mercury,Chicago Sky,PHX,CHI,2025-08-03T13:00:00.000Z
182,1022500183, Golden State Valkyries,Las Vegas Aces,GSV,LVA,2025-08-03T13:00:00.000Z
183,1022500184, Indiana Fever,Seattle Storm,IND,SEA,2025-08-03T13:00:00.000Z
184,1022500185, Dallas Wings,New York Liberty,DAL,NYL,2025-08-05T13:00:00.000Z
185,1022500186, Washington Mystics,Chicago Sky,WAS,CHI,2025-08-05T13:00:00.000Z
186,1022500187, Indiana Fever,Los Angeles Sparks,IND,LAS,2025-08-05T13:00:00.000Z
187,1022500188, Connecticut Sun,Phoenix Mercury,CON,PHX,2025-08-05T13:00:00.000Z
188,1022500189, Minnesota Lynx,Seattle Storm,MIN,SEA,2025-08-05T13:00:00.000Z
189,1022500190, Las Vegas Aces,Golden State Valkyries,LVA,GSV,2025-08-06T13:00:00.000Z
190,1022500191, Atlanta Dream,Chicago Sky,ATL,CHI,2025-08-07T13:00:00.000Z
191,1022500192, Connecticut Sun,Los Angeles Sparks,CON,LAS,2025-08-07T13:00:00.000Z
192,1022500193, Indiana Fever,Phoenix Mercury,IND,PHX,2025-08-07T13:00:00.000Z
193,1022500194, New York Liberty,Dallas Wings,NYL,DAL,2025-08-08T13:00:00.000Z
194,1022500195, Washington Mystics,Minnesota Lynx,WAS,MIN,2025-08-08T13:00:00.000Z
195,1022500196, Seattle Storm,Las Vegas Aces,SEA,LVA,2025-08-08T13:00:00.000Z
196,1022500197, Los Angeles Sparks,Golden State Valkyries,LAS,GSV,2025-08-09T13:00:00.000Z
197,1022500198, Chicago Sky,Indiana Fever,CHI,IND,2025-08-09T13:00:00.000Z
198,1022500199, Minnesota Lynx,New York Liberty,MIN,NYL,2025-08-10T13:00:00.000Z
199,1022500200, Washington Mystics,Dallas Wings,WAS,DAL,2025-08-10T13:00:00.000Z
200,1022500201, Seattle Storm,Los Angeles Sparks,SEA,LAS,2025-08-10T13:00:00.000Z
201,1022500202, Atlanta Dream,Phoenix Mercury,ATL,PHX,2025-08-10T13:00:00.000Z
202,1022500203, Connecticut Sun,Las Vegas Aces,CON,LVA,2025-08-10T13:00:00.000Z
203,1022500204, Connecticut Sun,Golden State Valkyries,CON,GSV,2025-08-11T13:00:00.000Z
204,1022500205, Dallas Wings,Indiana Fever,DAL,IND,2025-08-12T13:00:00.000Z
205,1022500206, New York Liberty,Los Angeles Sparks,NYL,LAS,2025-08-12T13:00:00.000Z
206,1022500207, Chicago Sky,Connecticut Sun,CHI,CON,2025-08-13T13:00:00.000Z
207,1022500208, Golden State Valkyries,Washington Mystics,GSV,WAS,2025-08-13T13:00:00.000Z
208,1022500209, New York Liberty,Las Vegas Aces,NYL,LVA,2025-08-13T13:00:00.000Z
209,1022500210, Atlanta Dream,Seattle Storm,ATL,SEA,2025-08-13T13:00:00.000Z
210,1022500211, Washington Mystics,Indiana Fever,WAS,IND,2025-08-15T13:00:00.000Z
211,1022500212, Golden State Valkyries,Chicago Sky,GSV,CHI,2025-08-15T13:00:00.000Z
212,1022500213, Los Angeles Sparks,Dallas Wings,LAS,DAL,2025-08-15T13:00:00.000Z
213,1022500214, Seattle Storm,Atlanta Dream,SEA,ATL,2025-08-15T13:00:00.000Z
214,1022500215, Las Vegas Aces,Phoenix Mercury,LVA,PHX,2025-08-15T13:00:00.000Z
215,1022500216, New York Liberty,Minnesota Lynx,NYL,MIN,2025-08-16T13:00:00.000Z
216,1022500217, Los Angeles Sparks,Washington Mystics,LAS,WAS,2025-08-17T13:00:00.000Z
217,1022500218, Indiana Fever,Connecticut Sun,IND,CON,2025-08-17T13:00:00.000Z
218,1022500219, Dallas Wings,Las Vegas Aces,DAL,LVA,2025-08-17T13:00:00.000Z
219,1022500220, Phoenix Mercury,Seattle Storm,PHX,SEA,2025-08-17T13:00:00.000Z
220,1022500221, Atlanta Dream,Golden State Valkyries,ATL,GSV,2025-08-17T13:00:00.000Z
221,1022500222, Minnesota Lynx,New York Liberty,MIN,NYL,2025-08-19T13:00:00.000Z
222,1022500223, Connecticut Sun,Washington Mystics,CON,WAS,2025-08-19T13:00:00.000Z
223,1022500224, Seattle Storm,Chicago Sky,SEA,CHI,2025-08-19T13:00:00.000Z
224,1022500225, Atlanta Dream,Las Vegas Aces,ATL,LVA,2025-08-19T13:00:00.000Z
225,1022500226, Phoenix Mercury,Golden State Valkyries,PHX,GSV,2025-08-19T13:00:00.000Z
226,1022500227, Dallas Wings,Los Angeles Sparks,DAL,LAS,2025-08-20T13:00:00.000Z
227,1022500228, Washington Mystics,Connecticut Sun,WAS,CON,2025-08-21T13:00:00.000Z
228,1022500229, Chicago Sky,New York Liberty,CHI,NYL,2025-08-21T13:00:00.000Z
229,1022500230, Minnesota Lynx,Atlanta Dream,MIN,ATL,2025-08-21T13:00:00.000Z
230,1022500231, Phoenix Mercury,Las Vegas Aces,PHX,LVA,2025-08-21T13:00:00.000Z
231,1022500232, Minnesota Lynx,Indiana Fever,MIN,IND,2025-08-22T13:00:00.000Z
232,1022500233, Seattle Storm,Dallas Wings,SEA,DAL,2025-08-22T13:00:00.000Z
233,1022500234, Golden State Valkyries,Phoenix Mercury,GSV,PHX,2025-08-22T13:00:00.000Z
234,1022500235, New York Liberty,Atlanta Dream,NYL,ATL,2025-08-23T13:00:00.000Z
235,1022500236, Las Vegas Aces,Washington Mystics,LVA,WAS,2025-08-23T13:00:00.000Z
236,1022500237, Connecticut Sun,Chicago Sky,CON,CHI,2025-08-23T13:00:00.000Z
237,1022500238, Seattle Storm,Washington Mystics,SEA,WAS,2025-08-24T13:00:00.000Z
238,1022500239, Golden State Valkyries,Dallas Wings,GSV,DAL,2025-08-24T13:00:00.000Z
239,1022500240, Indiana Fever,Minnesota Lynx,IND,MIN,2025-08-24T13:00:00.000Z
240,1022500241, Connecticut Sun,New York Liberty,CON,NYL,2025-08-25T13:00:00.000Z
241,1022500242, Las Vegas Aces,Chicago Sky,LVA,CHI,2025-08-25T13:00:00.000Z
242,1022500243, Seattle Storm,Indiana Fever,SEA,IND,2025-08-26T13:00:00.000Z
243,1022500244, Phoenix Mercury,Los Angeles Sparks,PHX,LAS,2025-08-26T13:00:00.000Z
244,1022500245, Las Vegas Aces,Atlanta Dream,LVA,ATL,2025-08-27T13:00:00.000Z
245,1022500246, Connecticut Sun,Dallas Wings,CON,DAL,2025-08-27T13:00:00.000Z
246,1022500247, Washington Mystics,New York Liberty,WAS,NYL,2025-08-28T13:00:00.000Z
247,1022500248, Seattle Storm,Minnesota Lynx,SEA,MIN,2025-08-28T13:00:00.000Z
248,1022500249, Chicago Sky,Phoenix Mercury,CHI,PHX,2025-08-28T13:00:00.000Z
249,1022500250, Dallas Wings,Atlanta Dream,DAL,ATL,2025-08-29T13:00:00.000Z
250,1022500251, Indiana Fever,Los Angeles Sparks,IND,LAS,2025-08-29T13:00:00.000Z
251,1022500252, Minnesota Lynx,Connecticut Sun,MIN,CON,2025-08-30T13:00:00.000Z
252,1022500253, Washington Mystics,Golden State Valkyries,WAS,GSV,2025-08-30T13:00:00.000Z
253,1022500254, Chicago Sky,Seattle Storm,CHI,SEA,2025-08-30T13:00:00.000Z
254,1022500255, New York Liberty,Phoenix Mercury,NYL,PHX,2025-08-30T13:00:00.000Z
255,1022500256, Washington Mystics,Los Angeles Sparks,WAS,LAS,2025-08-31T13:00:00.000Z
256,1022500257, Indiana Fever,Golden State Valkyries,IND,GSV,2025-08-31T13:00:00.000Z
257,1022500258, Atlanta Dream,Connecticut Sun,ATL,CON,2025-09-01T13:00:00.000Z
258,1022500259, Dallas Wings,Minnesota Lynx,DAL,MIN,2025-09-01T13:00:00.000Z
259,1022500260, Los Angeles Sparks,Seattle Storm,LAS,SEA,2025-09-01T13:00:00.000Z
260,1022500261, New York Liberty,Golden State Valkyries,NYL,GSV,2025-09-02T13:00:00.000Z
261,1022500262, Indiana Fever,Phoenix Mercury,IND,PHX,2025-09-02T13:00:00.000Z
262,1022500263, Los Angeles Sparks,Atlanta Dream,LAS,ATL,2025-09-03T13:00:00.000Z
263,1022500264, Connecticut Sun,Chicago Sky,CON,CHI,2025-09-03T13:00:00.000Z
264,1022500265, Phoenix Mercury,Washington Mystics,PHX,WAS,2025-09-04T13:00:00.000Z
265,1022500266, Dallas Wings,Golden State Valkyries,DAL,GSV,2025-09-04T13:00:00.000Z
266,1022500267, Minnesota Lynx,Las Vegas Aces,MIN,LVA,2025-09-04T13:00:00.000Z
267,1022500268, Los Angeles Sparks,Atlanta Dream,LAS,ATL,2025-09-05T13:00:00.000Z
268,1022500269, Chicago Sky,Indiana Fever,CHI,IND,2025-09-05T13:00:00.000Z
269,1022500270, New York Liberty,Seattle Storm,NYL,SEA,2025-09-05T13:00:00.000Z
270,1022500271, Phoenix Mercury,Connecticut Sun,PHX,CON,2025-09-06T13:00:00.000Z
271,1022500272, Minnesota Lynx,Golden State Valkyries,MIN,GSV,2025-09-06T13:00:00.000Z
272,1022500273, Indiana Fever,Washington Mystics,IND,WAS,2025-09-07T13:00:00.000Z
273,1022500274, Dallas Wings,Los Angeles Sparks,DAL,LAS,2025-09-07T13:00:00.000Z
274,1022500275, Chicago Sky,Las Vegas Aces,CHI,LVA,2025-09-07T13:00:00.000Z
275,1022500276, Connecticut Sun,Atlanta Dream,CON,ATL,2025-09-08T13:00:00.000Z
276,1022500277, Washington Mystics,New York Liberty,WAS,NYL,2025-09-09T13:00:00.000Z
277,1022500278, Minnesota Lynx,Indiana Fever,MIN,IND,2025-09-09T13:00:00.000Z
278,1022500279, Chicago Sky,Las Vegas Aces,CHI,LVA,2025-09-09T13:00:00.000Z
279,1022500280, Los Angeles Sparks,Phoenix Mercury,LAS,PHX,2025-09-09T13:00:00.000Z
280,1022500281, Golden State Valkyries,Seattle Storm,GSV,SEA,2025-09-09T13:00:00.000Z
