id,Player,Flagrants,Technicals,G,MP,USG%,Personals_Drawn,Personals_Drawn/USG%,Personals_Drawn/MP,Personals,Personals/USG%,Personals/MP,Flagrants/USG%,Flagrants/MP,Technicals/USG%,Technicals/MP
3904577,Arike Ogunbowale,1,6,38,1465,26.8,84,3.134328358208955,0.0573378839590443,45,1.67910447761194,0.030716723549488,0.03731343283582089,0.0006825938566552901,0.22388059701492538,0.004095563139931741
4433403,Caitlin Clark,0,6,40,1416,27.7,58,2.0938628158844765,0.0409604519774011,71,2.563176895306859,0.0501412429378531,0.0,0.0,0.21660649819494585,0.00423728813559322
3917450,Napheesa Collier,0,1,34,1181,26.7,77,2.8838951310861423,0.065198983911939,51,1.9101123595505616,0.0431837425910245,0.0,0.0,0.03745318352059925,0.000846740050804403
3149391,A'ja Wilson,0,2,38,1308,32.2,133,4.130434782608695,0.1016819571865443,51,1.5838509316770184,0.0389908256880734,0.0,0.0,0.06211180124223602,0.0015290519877675841
4281929,Satou Sabally,1,2,15,512,23.1,40,1.7316017316017316,0.078125,29,1.255411255411255,0.056640625,0.04329004329004329,0.001953125,0.08658008658008658,0.00390625
3065570,Kelsey Plum,0,5,38,1291,24.8,63,2.540322580645161,0.0487993803253292,30,1.2096774193548387,0.0232378001549186,0.0,0.0,0.20161290322580644,0.0038729666924864447
4398674,Rhyne Howard,0,2,30,1018,24.9,74,2.9718875502008033,0.0726915520628683,37,1.4859437751004017,0.0363457760314341,0.0,0.0,0.08032128514056225,0.0019646365422396855
2987869,Jewell Loyd,0,0,37,1246,28.8,114,3.958333333333333,0.0914927768860353,48,1.6666666666666663,0.0385232744783306,0.0,0.0,0.0,0.0
2566106,Dearica Hamby,0,0,40,1346,24.1,102,4.232365145228216,0.075780089153046,66,2.7385892116182573,0.0490341753343239,0.0,0.0,0.0,0.0
2529137,Natasha Cloud,1,7,38,1265,19.8,59,2.9797979797979797,0.0466403162055336,49,2.4747474747474745,0.0387351778656126,0.050505050505050504,0.0007905138339920949,0.35353535353535354,0.005533596837944664
3058901,Allisha Gray,0,1,40,1327,22.4,100,4.464285714285714,0.0753579502637528,50,2.232142857142857,0.0376789751318764,0.0,0.0,0.044642857142857144,0.0007535795026375283
2998928,Breanna Stewart,0,0,38,1243,27.1,114,4.206642066420664,0.0917135961383749,48,1.7712177121771218,0.0386162510056315,0.0,0.0,0.0,0.0
4065870,Jackie Young,0,2,37,1205,23.0,59,2.5652173913043477,0.0489626556016597,45,1.9565217391304348,0.0373443983402489,0.0,0.0,0.08695652173913043,0.0016597510373443983
4433402,Angel Reese,1,4,34,1104,22.7,85,3.744493392070485,0.0769927536231884,59,2.5991189427312777,0.0534420289855072,0.04405286343612335,0.0009057971014492754,0.1762114537444934,0.0036231884057971015
2529140,Alyssa Thomas,1,2,40,1296,19.1,71,3.7172774869109944,0.0547839506172839,48,2.513089005235602,0.037037037037037,0.05235602094240837,0.0007716049382716049,0.10471204188481674,0.0015432098765432098
2998938,Kahleah Copper,1,6,37,1197,31.8,105,3.30188679245283,0.087719298245614,50,1.572327044025157,0.0417710944026733,0.031446540880503145,0.000835421888053467,0.18867924528301885,0.005012531328320802
4066533,Sabrina Ionescu,0,3,38,1221,28.1,54,1.9217081850533808,0.0442260442260442,27,0.9608540925266904,0.0221130221130221,0.0,0.0,0.10676156583629892,0.002457002457002457
3142191,Kelsey Mitchell,0,1,40,1280,24.9,61,2.449799196787149,0.04765625,34,1.3654618473895583,0.0265625,0.0,0.0,0.040160642570281124,0.00078125
1068,Nneka Ogwumike,0,0,37,1177,21.8,52,2.385321100917431,0.044180118946474,45,2.0642201834862384,0.038232795242141,0.0,0.0,0.0,0.0
869,DeWanna Bonner,0,3,40,1271,22.9,67,2.9257641921397384,0.052714398111723,38,1.6593886462882097,0.029897718332022,0.0,0.0,0.13100436681222707,0.0023603461841070024
2529205,Kayla McBride,0,2,39,1237,20.8,58,2.7884615384615383,0.0468876313662085,23,1.1057692307692308,0.0185933710590137,0.0,0.0,0.09615384615384615,0.0016168148746968471
2491205,Skylar Diggins-Smith,0,3,40,1262,23.9,81,3.389121338912134,0.0641838351822503,49,2.0502092050209204,0.0388272583201267,0.0,0.0,0.12552301255230125,0.002377179080824089
3142250,Jordin Canada,0,0,20,624,18.2,44,2.417582417582418,0.0705128205128205,23,1.2637362637362637,0.0368589743589743,0.0,0.0,0.0,0.0
4432831,Aliyah Boston,1,4,40,1236,20.6,55,2.669902912621359,0.0444983818770226,79,3.8349514563106792,0.063915857605178,0.04854368932038835,0.0008090614886731392,0.1941747572815534,0.003236245954692557
3904576,Marina Mabrey,0,3,40,1235,23.2,45,1.9396551724137931,0.0364372469635627,68,2.931034482758621,0.0550607287449392,0.0,0.0,0.12931034482758622,0.0024291497975708503
4420318,Ezi Magbegor,1,1,37,1135,16.5,44,2.6666666666666665,0.0387665198237885,77,4.666666666666667,0.0678414096916299,0.06060606060606061,0.000881057268722467,0.06060606060606061,0.000881057268722467
2529130,Natasha Howard,0,2,27,825,28.1,59,2.0996441281138787,0.0715151515151515,56,1.99288256227758,0.0678787878787878,0.0,0.0,0.07117437722419928,0.0024242424242424242
2593770,Betnijah Laney-Hamilton,0,1,28,848,18.7,27,1.4438502673796791,0.0318396226415094,23,1.2299465240641712,0.0271226415094339,0.0,0.0,0.053475935828877004,0.0011792452830188679
3146151,Ariel Atkins,0,0,40,1196,24.0,76,3.1666666666666665,0.0635451505016722,52,2.1666666666666665,0.0434782608695652,0.0,0.0,0.0,0.0
3906972,Bridget Carleton,1,0,39,1164,13.5,35,2.592592592592593,0.0300687285223367,39,2.888888888888889,0.0335051546391752,0.07407407407407407,0.000859106529209622,0.0,0.0
2999101,Jonquel Jones,0,2,39,1164,20.1,51,2.5373134328358207,0.0438144329896907,70,3.4825870646766166,0.0601374570446735,0.0,0.0,0.09950248756218905,0.001718213058419244
918,Tina Charles,0,1,39,1160,25.0,52,2.08,0.0448275862068965,54,2.16,0.046551724137931,0.0,0.0,0.04,0.0008620689655172414
4066548,DiJonai Carrington,2,4,39,1155,22.9,105,4.585152838427948,0.0909090909090909,46,2.0087336244541487,0.0398268398268398,0.08733624454148473,0.0017316017316017316,0.17467248908296945,0.003463203463203463
3142328,Gabby Williams,0,0,12,351,16.2,7,0.4320987654320988,0.0199430199430199,11,0.6790123456790124,0.0313390313390313,0.0,0.0,0.0,0.0
2529047,Odyssey Sims,0,1,24,700,20.2,44,2.1782178217821784,0.0628571428571428,19,0.9405940594059408,0.0271428571428571,0.0,0.0,0.04950495049504951,0.0014285714285714286
585,Diana Taurasi,3,7,36,1044,24.3,51,2.0987654320987654,0.0488505747126436,43,1.7695473251028806,0.0411877394636015,0.12345679012345678,0.0028735632183908046,0.28806584362139914,0.006704980842911878
4065760,Tyasha Harris,0,1,39,1125,17.6,43,2.443181818181818,0.0382222222222222,37,2.102272727272727,0.0328888888888888,0.0,0.0,0.056818181818181816,0.0008888888888888889
4433630,Rickea Jackson,0,1,40,1152,21.9,60,2.739726027397261,0.0520833333333333,35,1.5981735159817352,0.0303819444444444,0.0,0.0,0.04566210045662101,0.0008680555555555555
2490553,Brittney Griner,1,5,30,861,25.6,65,2.5390625,0.0754936120789779,38,1.484375,0.0441347270615563,0.0390625,0.0011614401858304297,0.1953125,0.005807200929152149
3907781,Sophie Cunningham,0,4,40,1109,12.8,27,2.109375,0.0243462578899909,53,4.140625,0.0477908025247971,0.0,0.0,0.3125,0.0036068530207394047
2566081,Elizabeth Williams,0,0,9,249,17.9,13,0.7262569832402235,0.0522088353413654,8,0.446927374301676,0.0321285140562249,0.0,0.0,0.0,0.0
4433405,Kamilla Cardoso,0,1,32,876,16.4,39,2.378048780487805,0.0445205479452054,83,5.060975609756098,0.0947488584474885,0.0,0.0,0.06097560975609757,0.001141552511415525
3058895,Brionna Jones,0,0,40,1087,22.3,82,3.6771300448430497,0.0754369825206991,56,2.5112107623318383,0.0515179392824287,0.0,0.0,0.0,0.0
3913881,Alanna Smith,0,0,39,1035,18.7,42,2.2459893048128343,0.0405797101449275,72,3.8502673796791447,0.0695652173913043,0.0,0.0,0.0,0.0
2987891,Courtney Williams,1,0,40,1061,24.1,25,1.0373443983402488,0.0235626767200754,39,1.6182572614107882,0.0367577756833176,0.04149377593360996,0.000942507068803016,0.0,0.0
2529122,Chelsea Gray,0,0,27,702,19.1,28,1.4659685863874343,0.0398860398860398,21,1.099476439790576,0.0299145299145299,0.0,0.0,0.0,0.0
4280892,Chennedy Carter,3,2,33,858,30.6,72,2.3529411764705883,0.0839160839160839,62,2.026143790849673,0.0722610722610722,0.09803921568627451,0.0034965034965034965,0.06535947712418301,0.002331002331002331
2529183,Stefanie Dolson,0,0,39,1013,16.4,20,1.2195121951219514,0.0197433366238894,69,4.207317073170732,0.0681145113524185,0.0,0.0,0.0,0.0
3913903,Teaira McCowan,2,7,39,983,19.8,60,3.0303030303030303,0.0610376398779247,91,4.595959595959596,0.0925737538148524,0.10101010101010101,0.002034587995930824,0.35353535353535354,0.007121057985757884
3102133,Rebecca Allen,0,1,18,447,14.9,2,0.1342281879194631,0.0044742729306487,19,1.2751677852348993,0.0425055928411633,0.0,0.0,0.06711409395973154,0.0022371364653243847
4398776,NaLyssa Smith,1,3,40,990,20.6,67,3.2524271844660193,0.0676767676767676,78,3.786407766990291,0.0787878787878787,0.04854368932038835,0.00101010101010101,0.14563106796116504,0.0030303030303030303
3142010,Azurá Stevens,0,0,20,493,20.4,14,0.6862745098039216,0.0283975659229208,28,1.3725490196078431,0.0567951318458417,0.0,0.0,0.0,0.0
3056730,Karlie Samuelson,0,0,29,711,15.0,28,1.8666666666666667,0.0393811533052039,13,0.8666666666666667,0.0182841068917018,0.0,0.0,0.0,0.0
924,Alysha Clark,0,0,40,972,12.3,16,1.3008130081300813,0.0164609053497942,58,4.715447154471544,0.0596707818930041,0.0,0.0,0.0,0.0
4399415,Maddy Siegrist,1,0,27,644,16.3,21,1.2883435582822085,0.0326086956521739,17,1.0429447852760736,0.0263975155279503,0.06134969325153374,0.0015527950310559005,0.0,0.0
3058908,Lindsay Allen,0,0,40,950,14.3,48,3.3566433566433567,0.0505263157894736,21,1.4685314685314683,0.0221052631578947,0.0,0.0,0.0,0.0
3058892,Lexie Brown,0,0,16,379,20.5,8,0.3902439024390244,0.021108179419525,10,0.4878048780487805,0.0263852242744063,0.0,0.0,0.0,0.0
2988756,Brittney Sykes,0,0,18,419,28.6,33,1.1538461538461535,0.0787589498806682,12,0.4195804195804196,0.0286396181384248,0.0,0.0,0.0,0.0
4432865,Jacy Sheldon,0,0,40,931,13.1,19,1.450381679389313,0.0204081632653061,45,3.435114503816794,0.0483351235230934,0.0,0.0,0.0,0.0
2566110,Julie Vanloo,0,1,40,926,20.3,16,0.7881773399014778,0.0172786177105831,34,1.6748768472906403,0.0367170626349892,0.0,0.0,0.04926108374384236,0.0010799136069114472
3142255,Monique Billings,0,0,37,843,16.9,36,2.1301775147928996,0.0427046263345195,54,3.1952662721893494,0.0640569395017793,0.0,0.0,0.0,0.0
4432830,Jordan Horston,0,0,39,871,15.6,25,1.6025641025641026,0.0287026406429391,50,3.2051282051282053,0.0574052812858783,0.0,0.0,0.0,0.0
981,Courtney Vandersloot,1,0,31,691,16.4,18,1.0975609756097562,0.0260492040520984,36,2.1951219512195124,0.0520984081041968,0.06097560975609757,0.001447178002894356,0.0,0.0
3058893,Shatori Walker-Kimbrough,0,1,40,883,17.3,31,1.791907514450867,0.0351075877689694,20,1.1560693641618496,0.0226500566251415,0.0,0.0,0.057803468208092484,0.0011325028312570782
4433404,Cameron Brink,0,0,15,329,20.1,15,0.7462686567164178,0.0455927051671732,43,2.1393034825870645,0.1306990881458966,0.0,0.0,0.0,0.0
4066553,Aari McDonald,1,1,26,568,20.5,26,1.2682926829268293,0.0457746478873239,17,0.8292682926829268,0.0299295774647887,0.04878048780487805,0.0017605633802816902,0.04878048780487805,0.0017605633802816902
4433408,Aaliyah Edwards,0,0,34,741,18.1,43,2.3756906077348066,0.0580296896086369,57,3.149171270718232,0.0769230769230769,0.0,0.0,0.0,0.0
4398915,Naz Hillmon,0,0,40,868,11.9,33,2.773109243697479,0.0380184331797235,33,2.773109243697479,0.0380184331797235,0.0,0.0,0.0,0.0
1054,Tiffany Hayes,0,0,33,708,18.6,57,3.064516129032258,0.0805084745762711,27,1.4516129032258065,0.0381355932203389,0.0,0.0,0.0,0.0
4683006,Leonie Fiebich,0,0,40,837,13.7,19,1.3868613138686132,0.022700119474313,39,2.8467153284671536,0.046594982078853,0.0,0.0,0.0,0.0
5209660,Sevgi Uzun,0,0,40,820,14.8,14,0.945945945945946,0.0170731707317073,28,1.891891891891892,0.0341463414634146,0.0,0.0,0.0,0.0
3142327,Kia Nurse,1,1,40,810,18.6,31,1.6666666666666663,0.0382716049382716,34,1.827956989247312,0.0419753086419753,0.05376344086021505,0.0012345679012345679,0.05376344086021505,0.0012345679012345679
2529622,Kayla Thornton,0,1,40,809,13.2,13,0.9848484848484848,0.0160692212608158,31,2.3484848484848486,0.03831891223733,0.0,0.0,0.07575757575757576,0.0012360939431396785
4398911,Shakira Austin,0,4,12,238,33.1,31,0.9365558912386708,0.1302521008403361,21,0.634441087613293,0.088235294117647,0.0,0.0,0.12084592145015105,0.01680672268907563
4398829,Lexie Hull,0,0,34,671,12.1,28,2.31404958677686,0.0417287630402384,43,3.553719008264463,0.0640834575260804,0.0,0.0,0.0,0.0
2529458,Cheyenne Parker-Tyus,0,0,25,492,24.8,34,1.3709677419354838,0.0691056910569105,37,1.4919354838709675,0.0752032520325203,0.0,0.0,0.0,0.0
