,play-team-vtm-link,play-team-vtm,quarter,time,score,neutral,play-team-htm-link,play-team-htm,play-team-vtm-video-url,play-team-htm-video-url
91,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=140&Season=2025&title=Mabrey Free Throw 1 of 2 (3 PTS)&SeasonType=Regular Season&LeagueID=10,Mabrey Free Throw 1 of 2 (3 PTS),1,0:43,19 - 24,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/140/9b6cedb0-2d0d-d4c9-747e-77106512f679_1280x720.mp4,
92,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=141&Season=2025&title=Mabrey Free Throw 2 of 2 (4 PTS)&SeasonType=Regular Season&LeagueID=10,Mabrey Free Throw 2 of 2 (4 PTS),1,0:43,20 - 24,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/141/7ae25d33-7c49-8acc-9466-b4eefb66e025_1280x720.mp4,
93,,,1,0:28,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=142&Season=2025&title=Jump Ball Boston vs. Peters: Tip to Dantas&SeasonType=Regular Season&LeagueID=10,Jump Ball Boston vs. Peters: Tip to Dantas,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/142/96d3f986-fc68-bf72-9035-e79f333f785f_1280x720.mp4
94,,,1,0:19,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=145&Season=2025&title=MISS Mitchell 25' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mitchell 25' 3PT Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/145/f0883d48-4be3-fb99-20fa-c077bf02c658_1280x720.mp4
95,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=146&Season=2025&title=Sun Rebound&SeasonType=Regular Season&LeagueID=10,Sun Rebound,1,0:16,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/146/fc2385ba-a094-7256-5b4b-1103a7cfaff7_1280x720.mp4,
96,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=148&Season=2025&title=Brown 28' 3PT Pullup Jump Shot (3 PTS)&SeasonType=Regular Season&LeagueID=10,Brown 28' 3PT Pullup Jump Shot (3 PTS),1,0:03,23 - 24,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/148/69f9bfa0-2e2c-7684-fa15-2d204b8b1823_1280x720.mp4,
97,,,1,0:00,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=149&Season=2025&title=MISS Colson 53' 3PT Pullup Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Colson 53' 3PT Pullup Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/149/22e18c03-da36-dbb8-aaee-9be21ab9ecf5_1280x720.mp4
98,,,1,0:00,,,,,,
99,,,1,0:00,23 - 24,End of 1st Period (7:25 PM EST),,,,
100,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=157&Season=2025&title=Peters BLOCK (1 BLK)&SeasonType=Regular Season&LeagueID=10,Peters BLOCK (1 BLK),2,9:42,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=157&Season=2025&title=MISS Boston 1' Layup&SeasonType=Regular Season&LeagueID=10,MISS Boston 1' Layup,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/157/6b1b9a14-cff7-583d-8c0d-8b583da7bb16_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/157/6b1b9a14-cff7-583d-8c0d-8b583da7bb16_1280x720.mp4
101,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=159&Season=2025&title=Mabrey REBOUND (Off:0 Def:2)&SeasonType=Regular Season&LeagueID=10,Mabrey REBOUND (Off:0 Def:2),2,9:38,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/159/8206ebb3-b447-12a8-51ca-6d86d72d3e6a_1280x720.mp4,
102,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=160&Season=2025&title=MISS Nelson-Ododa 1' Driving Layup&SeasonType=Regular Season&LeagueID=10,MISS Nelson-Ododa 1' Driving Layup,2,9:31,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/160/4d146e63-b152-56f8-8279-510d33f5146c_1280x720.mp4,
103,,,2,9:29,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=161&Season=2025&title=Boston REBOUND (Off:0 Def:2)&SeasonType=Regular Season&LeagueID=10,Boston REBOUND (Off:0 Def:2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/161/87e04967-8568-52a7-3752-dbd4a882e403_1280x720.mp4
104,,,2,9:09,,,,,,
105,,,2,9:09,,,,,,
106,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=167&Season=2025&title=Peters Traveling Turnover (P1.T2)&SeasonType=Regular Season&LeagueID=10,Peters Traveling Turnover (P1.T2),2,9:04,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/167/cb47b1d1-d907-0f3e-f836-19ba8b95c2b7_1280x720.mp4,
107,,,2,8:40,23 - 26,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=168&Season=2025&title=Mitchell 2' Layup (6 PTS)&SeasonType=Regular Season&LeagueID=10,Mitchell 2' Layup (6 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/168/ec8e56ae-6098-564d-414e-885ff9681f87_1280x720.mp4
108,,,2,8:29,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=169&Season=2025&title=Dantas S.FOUL (P1.T1)&SeasonType=Regular Season&LeagueID=10,Dantas S.FOUL (P1.T1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/169/6d33ee52-5727-ed6b-6c24-276a5c087e32_1280x720.mp4
109,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=171&Season=2025&title=Nelson-Ododa Free Throw 1 of 2 (3 PTS)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa Free Throw 1 of 2 (3 PTS),2,8:29,24 - 26,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/171/feb952a1-e20f-3c5a-cde2-5e13a67cafd0_1280x720.mp4,
110,,,2,8:29,,,,,,
111,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=174&Season=2025&title=Nelson-Ododa Free Throw 2 of 2 (4 PTS)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa Free Throw 2 of 2 (4 PTS),2,8:29,25 - 26,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/174/15e04ca2-d0a2-624f-aa8e-34e02355814d_1280x720.mp4,
112,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=175&Season=2025&title=Brown STEAL (1 STL)&SeasonType=Regular Season&LeagueID=10,Brown STEAL (1 STL),2,8:14,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=175&Season=2025&title=Clark Bad Pass Turnover (P2.T5)&SeasonType=Regular Season&LeagueID=10,Clark Bad Pass Turnover (P2.T5),https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/175/e95ff723-1f12-80ec-b517-992e01fba7ef_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/175/e95ff723-1f12-80ec-b517-992e01fba7ef_1280x720.mp4
113,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=178&Season=2025&title=MISS Peters 25' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Peters 25' 3PT Jump Shot,2,7:57,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/178/11b718b2-86d0-92fd-27ad-81fae0cb51c6_1280x720.mp4,
114,,,2,7:54,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=179&Season=2025&title=Boston REBOUND (Off:0 Def:3)&SeasonType=Regular Season&LeagueID=10,Boston REBOUND (Off:0 Def:3),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/179/bd7a3a8d-2079-7961-46f8-b5536809870f_1280x720.mp4
115,,,2,7:43,25 - 28,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=180&Season=2025&title=Boston 8' Pullup Jump Shot (6 PTS) (Clark 3 AST)&SeasonType=Regular Season&LeagueID=10,Boston 8' Pullup Jump Shot (6 PTS) (Clark 3 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/180/b97ef265-b99e-3f19-3736-7159d4f1730d_1280x720.mp4
116,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=182&Season=2025&title=MISS Mabrey 26' 3PT Pullup Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mabrey 26' 3PT Pullup Jump Shot,2,7:28,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/182/b1ff5285-c94c-955e-c13f-1e2656c41438_1280x720.mp4,
117,,,2,7:25,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=183&Season=2025&title=Howard REBOUND (Off:3 Def:4)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:3 Def:4),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/183/2b7fca41-65f8-0129-aaaf-4cc87ab64a55_1280x720.mp4
118,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=184&Season=2025&title=Sheldon STEAL (2 STL)&SeasonType=Regular Season&LeagueID=10,Sheldon STEAL (2 STL),2,7:19,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=184&Season=2025&title=Howard Bad Pass Turnover (P1.T6)&SeasonType=Regular Season&LeagueID=10,Howard Bad Pass Turnover (P1.T6),https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/184/aabdf16e-e7a6-977c-b2af-eedef5a8c497_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/184/aabdf16e-e7a6-977c-b2af-eedef5a8c497_1280x720.mp4
119,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=186&Season=2025&title=MISS Peters 25' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Peters 25' 3PT Jump Shot,2,7:12,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/186/33a80a0f-53a8-e23a-b9e1-1af9b74d2f9a_1280x720.mp4,
120,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=187&Season=2025&title=Nelson-Ododa REBOUND (Off:2 Def:1)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa REBOUND (Off:2 Def:1),2,7:09,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/187/2cb152b1-b1b3-bdeb-ad6d-b2bd26697695_1280x720.mp4,
121,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=188&Season=2025&title=Nelson-Ododa Putback Layup (6 PTS)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa Putback Layup (6 PTS),2,7:06,27 - 28,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/188/f1e3303a-b8e0-ba15-5494-632c0927892c_1280x720.mp4,
122,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=189&Season=2025&title=Brown P.FOUL (P1.T1)&SeasonType=Regular Season&LeagueID=10,Brown P.FOUL (P1.T1),2,6:56,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/189/ad42d394-dead-a7fb-e156-04e0d811d2d8_1280x720.mp4,
123,,,2,6:56,,,,,,
124,,,2,6:56,,,,,,
125,,,2,6:56,,,,,,
126,,,2,6:56,,,,,,
127,,,2,6:50,27 - 31,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=199&Season=2025&title=Clark 28' 3PT Pullup Jump Shot (6 PTS)&SeasonType=Regular Season&LeagueID=10,Clark 28' 3PT Pullup Jump Shot (6 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/199/d60d975f-8351-c72a-af50-64c8e139be15_1280x720.mp4
