,play-team-vtm-link,play-team-vtm,quarter,time,score,neutral,play-team-htm-link,play-team-htm,play-team-vtm-video-url,play-team-htm-video-url
10,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=18&Season=2025&title=Nelson-Ododa S.FOUL (P1.T1)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa S.FOUL (P1.T1),1,8:48,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/18/535ea8e6-554a-d3e3-bdc9-aae69c4ad7e7_1280x720.mp4,
11,,,1,8:48,0 - 1,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=20&Season=2025&title=Howard Free Throw 1 of 2 (1 PTS)&SeasonType=Regular Season&LeagueID=10,Howard Free Throw 1 of 2 (1 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/20/18fefa03-6e94-4b2d-055f-bbafe22cd7be_1280x720.mp4
12,,,1,8:48,0 - 2,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=21&Season=2025&title=Howard Free Throw 2 of 2 (2 PTS)&SeasonType=Regular Season&LeagueID=10,Howard Free Throw 2 of 2 (2 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/21/b58ee97b-45b5-6afc-29f8-bcf13521f40b_1280x720.mp4
13,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=22&Season=2025&title=Nelson-Ododa 2' Cutting Layup Shot (2 PTS) (Charles 1 AST)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa 2' Cutting Layup Shot (2 PTS) (Charles 1 AST),1,8:33,2 - 2,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/22/70f5197b-3d32-1f32-d9d7-ce0483ca0d74_1280x720.mp4,
14,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=24&Season=2025&title=Charles P.FOUL (P1.T2)&SeasonType=Regular Season&LeagueID=10,Charles P.FOUL (P1.T2),1,8:22,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/24/0c650400-e35d-2af4-18a5-cc32949cc35c_1280x720.mp4,
15,,,1,8:14,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=26&Season=2025&title=MISS Boston Driving Layup&SeasonType=Regular Season&LeagueID=10,MISS Boston Driving Layup,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/26/b058524f-3d3a-af7b-c877-cfaeabc12a55_1280x720.mp4
16,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=27&Season=2025&title=Nelson-Ododa REBOUND (Off:1 Def:1)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa REBOUND (Off:1 Def:1),1,8:11,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/27/37de5e11-e5fc-4211-0d25-47370b5e0fa8_1280x720.mp4,
17,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=28&Season=2025&title=Mabrey Lost Ball Turnover (P1.T1)&SeasonType=Regular Season&LeagueID=10,Mabrey Lost Ball Turnover (P1.T1),1,8:03,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=28&Season=2025&title=Boston STEAL (1 STL)&SeasonType=Regular Season&LeagueID=10,Boston STEAL (1 STL),https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/28/58886fc6-d6e4-322c-4f62-c3e1f1e18d5c_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/28/58886fc6-d6e4-322c-4f62-c3e1f1e18d5c_1280x720.mp4
18,,,1,7:59,2 - 4,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=30&Season=2025&title=Howard 1' Running Layup (4 PTS) (Boston 1 AST)&SeasonType=Regular Season&LeagueID=10,Howard 1' Running Layup (4 PTS) (Boston 1 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/30/9c7ce5f1-4b14-3bd2-5662-5a15dceaf51b_1280x720.mp4
19,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=32&Season=2025&title=Sheldon 2' Cutting Layup Shot (2 PTS) (Charles 2 AST)&SeasonType=Regular Season&LeagueID=10,Sheldon 2' Cutting Layup Shot (2 PTS) (Charles 2 AST),1,7:49,4 - 4,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/32/c07060b4-58b5-9bbf-306a-fc6670ec17ba_1280x720.mp4,
20,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=34&Season=2025&title=Nelson-Ododa P.FOUL (P2.T3)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa P.FOUL (P2.T3),1,7:43,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/34/5f1dd052-1680-087d-1ca9-dc9e638a3d11_1280x720.mp4,
21,,,1,7:43,,,,,,
22,,,1,7:39,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=38&Season=2025&title=MISS Hull 24' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Hull 24' 3PT Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/38/fdb17c9b-6911-5a03-0620-0b454b186307_1280x720.mp4
23,,,1,7:35,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=39&Season=2025&title=Howard REBOUND (Off:1 Def:0)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:1 Def:0),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/39/6654ab2c-fab3-d4ee-3a08-fe2ea6e2a53a_1280x720.mp4
24,,,1,7:29,4 - 6,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=40&Season=2025&title=Boston 1' Layup (2 PTS)&SeasonType=Regular Season&LeagueID=10,Boston 1' Layup (2 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/40/461394c2-5294-1b9d-fdcd-30fccdd3c3fc_1280x720.mp4
25,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=42&Season=2025&title=MISS Mabrey 1' Driving Floating Bank Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mabrey 1' Driving Floating Bank Jump Shot,1,7:13,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/42/00d359f3-28f0-df6f-f927-11ad983e2a59_1280x720.mp4,
26,,,1,7:11,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=43&Season=2025&title=Hull REBOUND (Off:0 Def:1)&SeasonType=Regular Season&LeagueID=10,Hull REBOUND (Off:0 Def:1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/43/9fe6cd7a-936c-aae4-926a-460cf25208e5_1280x720.mp4
27,,,1,7:03,4 - 9,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=44&Season=2025&title=Hull 3PT Jump Shot (3 PTS) (Mitchell 1 AST)&SeasonType=Regular Season&LeagueID=10,Hull 3PT Jump Shot (3 PTS) (Mitchell 1 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/44/63eafe66-8107-5b4d-a8db-38a3e819b1b5_1280x720.mp4
28,,,1,6:51,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=46&Season=2025&title=Boston S.FOUL (P1.T1)&SeasonType=Regular Season&LeagueID=10,Boston S.FOUL (P1.T1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/46/647f235c-37eb-7b4e-b016-f069709800ad_1280x720.mp4
29,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=48&Season=2025&title=Charles Free Throw 1 of 2 (1 PTS)&SeasonType=Regular Season&LeagueID=10,Charles Free Throw 1 of 2 (1 PTS),1,6:51,5 - 9,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/48/52f7d044-a898-84db-850e-bf397f733991_1280x720.mp4,
30,,,1,6:51,,,,,,
31,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=51&Season=2025&title=Charles Free Throw 2 of 2 (2 PTS)&SeasonType=Regular Season&LeagueID=10,Charles Free Throw 2 of 2 (2 PTS),1,6:51,6 - 9,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/51/08928ccf-c3f8-97dd-9b62-aac266f3a21a_1280x720.mp4,
32,,,1,6:39,6 - 12,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=52&Season=2025&title=Clark 27' 3PT Jump Shot (3 PTS) (Boston 2 AST)&SeasonType=Regular Season&LeagueID=10,Clark 27' 3PT Jump Shot (3 PTS) (Boston 2 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/52/ad716b8c-a6a5-67dd-73e6-d1b5363a52a7_1280x720.mp4
33,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=54&Season=2025&title=MISS Charles 7' Hook Shot&SeasonType=Regular Season&LeagueID=10,MISS Charles 7' Hook Shot,1,6:22,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/54/d3ea6a57-49e3-670a-39f0-bd6c1a565dd5_1280x720.mp4,
34,,,1,6:21,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=55&Season=2025&title=Howard REBOUND (Off:1 Def:1)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:1 Def:1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/55/2c2c5ef4-0808-1eec-cda5-9de5fde0a331_1280x720.mp4
35,,,1,6:02,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=56&Season=2025&title=MISS Boston 4' Cutting Layup Shot&SeasonType=Regular Season&LeagueID=10,MISS Boston 4' Cutting Layup Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/56/2271158c-6918-f29e-0655-1d8a80aa470a_1280x720.mp4
36,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=57&Season=2025&title=Sun Rebound&SeasonType=Regular Season&LeagueID=10,Sun Rebound,1,6:01,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/57/922c8877-4139-981c-1fa7-77b0b3dadb92_1280x720.mp4,
37,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=59&Season=2025&title=Charles 8' Hook Shot (4 PTS) (Sheldon 1 AST)&SeasonType=Regular Season&LeagueID=10,Charles 8' Hook Shot (4 PTS) (Sheldon 1 AST),1,5:46,8 - 12,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/59/509c9cf5-f04a-8c9c-1e53-648f1ec899ca_1280x720.mp4,
38,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=61&Season=2025&title=Sheldon P.FOUL (P1.T4)&SeasonType=Regular Season&LeagueID=10,Sheldon P.FOUL (P1.T4),1,5:37,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/61/c4a0c441-33ac-cfe5-39b0-129607e5c08e_1280x720.mp4,
39,,,1,5:32,8 - 14,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=63&Season=2025&title=Mitchell 1' Driving Layup (2 PTS) (Clark 1 AST)&SeasonType=Regular Season&LeagueID=10,Mitchell 1' Driving Layup (2 PTS) (Clark 1 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/63/74b58b7f-d98c-781c-b806-e81044addb5c_1280x720.mp4
40,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=65&Season=2025&title=Charles 7' Hook Shot (6 PTS) (Peters 1 AST)&SeasonType=Regular Season&LeagueID=10,Charles 7' Hook Shot (6 PTS) (Peters 1 AST),1,5:15,10 - 14,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/65/fa91017c-39b9-2b32-a2eb-25c7d0d28b47_1280x720.mp4,
41,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=67&Season=2025&title=Peters S.FOUL (P1.PN)&SeasonType=Regular Season&LeagueID=10,Peters S.FOUL (P1.PN),1,5:02,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/67/2497d484-9de0-d0d0-9a40-106bafd539cc_1280x720.mp4,
42,,,1,5:02,10 - 15,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=69&Season=2025&title=Howard Free Throw 1 of 2 (5 PTS)&SeasonType=Regular Season&LeagueID=10,Howard Free Throw 1 of 2 (5 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/69/e6f79c92-9ac5-e278-bc78-890d56eee3d4_1280x720.mp4
43,,,1,5:02,,,,,,
44,,,1,5:02,,,,,,
45,,,1,5:02,,,,,,
46,,,1,5:02,10 - 16,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=76&Season=2025&title=Howard Free Throw 2 of 2 (6 PTS)&SeasonType=Regular Season&LeagueID=10,Howard Free Throw 2 of 2 (6 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/76/197c4c93-2e69-de2f-1046-655696251a74_1280x720.mp4
47,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=77&Season=2025&title=Mabrey 18' Turnaround Jump Shot (2 PTS) (Charles 3 AST)&SeasonType=Regular Season&LeagueID=10,Mabrey 18' Turnaround Jump Shot (2 PTS) (Charles 3 AST),1,4:48,12 - 16,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/77/588c1c6a-0ccf-9425-2f97-1a47d9a4a758_1280x720.mp4,
48,,,1,4:43,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=79&Season=2025&title=Cunningham OFF.Foul (P1)&SeasonType=Regular Season&LeagueID=10,Cunningham OFF.Foul (P1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/79/790da6a3-704a-592d-be7f-ae9ae90d586e_1280x720.mp4
49,,,1,4:43,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=81&Season=2025&title=Cunningham Offensive Foul Turnover (P1.T2)&SeasonType=Regular Season&LeagueID=10,Cunningham Offensive Foul Turnover (P1.T2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/81/7fdd6d3a-eefa-e90c-97c5-d8b683cf145f_1280x720.mp4
50,,,1,4:43,,Timeout: Official,,,,
51,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=83&Season=2025&title=MISS Charles 6' Turnaround Hook Shot&SeasonType=Regular Season&LeagueID=10,MISS Charles 6' Turnaround Hook Shot,1,4:28,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/83/0fb17baa-40e5-876a-0a9a-93c1d9a2ebfd_1280x720.mp4,
52,,,1,4:24,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=84&Season=2025&title=Cunningham REBOUND (Off:0 Def:1)&SeasonType=Regular Season&LeagueID=10,Cunningham REBOUND (Off:0 Def:1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/84/f5e28386-ee8b-7976-2a18-78d5375a6f50_1280x720.mp4
53,,,1,4:14,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=85&Season=2025&title=MISS Cunningham 25' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Cunningham 25' 3PT Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/85/69942ea6-4080-3ba2-105d-e7e57c0db156_1280x720.mp4
54,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=86&Season=2025&title=Mabrey REBOUND (Off:0 Def:1)&SeasonType=Regular Season&LeagueID=10,Mabrey REBOUND (Off:0 Def:1),1,4:12,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/86/02b91dc6-1eec-b0ec-8dd8-f9c228d36ccf_1280x720.mp4,
55,,,1,4:07,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=87&Season=2025&title=Cunningham P.FOUL (P2.T2)&SeasonType=Regular Season&LeagueID=10,Cunningham P.FOUL (P2.T2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/87/873481c9-f363-5118-4e6a-1b8109db1fed_1280x720.mp4
56,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=89&Season=2025&title=MISS Mabrey 29' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mabrey 29' 3PT Jump Shot,1,4:03,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/89/0dce9047-071f-86ce-5f81-f0668e13ea2b_1280x720.mp4,
57,,,1,4:00,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=90&Season=2025&title=Cunningham REBOUND (Off:0 Def:2)&SeasonType=Regular Season&LeagueID=10,Cunningham REBOUND (Off:0 Def:2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/90/404c6667-21a1-a954-0f8e-71ddca02028c_1280x720.mp4
58,,,1,3:48,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=91&Season=2025&title=MISS Hull 2' Driving Finger Roll Layup&SeasonType=Regular Season&LeagueID=10,MISS Hull 2' Driving Finger Roll Layup,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/91/e35f485c-a19b-4ce4-ca27-105f3a277e25_1280x720.mp4
59,,,1,3:44,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=93&Season=2025&title=MISS Howard 1' Tip Layup Shot&SeasonType=Regular Season&LeagueID=10,MISS Howard 1' Tip Layup Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/93/d3ee088f-f4a8-bb84-45d3-0d7e7c387a35_1280x720.mp4
60,,,1,3:44,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=92&Season=2025&title=Howard REBOUND (Off:2 Def:1)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:2 Def:1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/92/72f926f8-08d5-505e-d35a-b60e855153b8_1280x720.mp4
61,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=94&Season=2025&title=Peters REBOUND (Off:0 Def:1)&SeasonType=Regular Season&LeagueID=10,Peters REBOUND (Off:0 Def:1),1,3:43,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/94/dc1df8ba-35bb-7528-bff5-c9b92c2dcdb1_1280x720.mp4,
62,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=95&Season=2025&title=Charles Reverse Layup (8 PTS) (Allen 1 AST)&SeasonType=Regular Season&LeagueID=10,Charles Reverse Layup (8 PTS) (Allen 1 AST),1,3:35,14 - 16,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/95/8ed1c062-7e21-bae8-3826-b3694aacf6ea_1280x720.mp4,
63,,,1,3:28,14 - 18,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=97&Season=2025&title=Mitchell 1' Running Layup (4 PTS) (Colson 1 AST)&SeasonType=Regular Season&LeagueID=10,Mitchell 1' Running Layup (4 PTS) (Colson 1 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/97/fe0788cb-c18d-a04f-8419-d727ac8dee6f_1280x720.mp4
64,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=99&Season=2025&title=Peters 1' Cutting Layup Shot (2 PTS) (Rivers 1 AST)&SeasonType=Regular Season&LeagueID=10,Peters 1' Cutting Layup Shot (2 PTS) (Rivers 1 AST),1,3:15,16 - 18,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/99/32a7a2df-8fbc-51eb-fce8-d33c7bd6d2e7_1280x720.mp4,
65,,,1,2:51,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=101&Season=2025&title=MISS Howard 2' Driving Layup&SeasonType=Regular Season&LeagueID=10,MISS Howard 2' Driving Layup,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/101/3925f386-a4e7-ffcf-96c4-b00091764580_1280x720.mp4
66,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=102&Season=2025&title=Rivers REBOUND (Off:0 Def:1)&SeasonType=Regular Season&LeagueID=10,Rivers REBOUND (Off:0 Def:1),1,2:50,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/102/e8031fdc-d099-4e87-0bb9-9edad135d189_1280x720.mp4,
67,,,1,2:43,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=103&Season=2025&title=Howard S.FOUL (P1.T3)&SeasonType=Regular Season&LeagueID=10,Howard S.FOUL (P1.T3),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/103/d00a7e5f-fa39-c1bc-07a9-e3e9b3fe423f_1280x720.mp4
68,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=105&Season=2025&title=Charles Free Throw 1 of 2 (9 PTS)&SeasonType=Regular Season&LeagueID=10,Charles Free Throw 1 of 2 (9 PTS),1,2:43,17 - 18,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/105/402d6aeb-62b9-e74a-c0f7-684e83c7ef49_1280x720.mp4,
69,,,1,2:43,,,,,,
70,,,1,2:43,,,,,,
71,,,1,2:43,,,,,,
72,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=112&Season=2025&title=Charles Free Throw 2 of 2 (10 PTS)&SeasonType=Regular Season&LeagueID=10,Charles Free Throw 2 of 2 (10 PTS),1,2:43,18 - 18,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/112/06983264-85d5-4dfc-6daf-2bb75b03689e_1280x720.mp4,
73,,,1,2:23,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=113&Season=2025&title=MISS Clark 15' Driving Floating Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Clark 15' Driving Floating Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/113/8ef4cc6e-2815-a99b-f3b5-83c1d0818be6_1280x720.mp4
74,,,1,2:20,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=114&Season=2025&title=Howard REBOUND (Off:3 Def:1)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:3 Def:1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/114/4fd98748-8b7d-c3be-39d1-1fcd8e670869_1280x720.mp4
75,,,1,2:20,18 - 20,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=115&Season=2025&title=Howard Putback Layup (8 PTS)&SeasonType=Regular Season&LeagueID=10,Howard Putback Layup (8 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/115/c61be35b-379b-689e-5e16-03b38d66e11c_1280x720.mp4
76,,,1,2:01,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=116&Season=2025&title=Howard P.FOUL (P2.T4)&SeasonType=Regular Season&LeagueID=10,Howard P.FOUL (P2.T4),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/116/76a2dbe2-4b3a-0ef3-13dd-254549b7db46_1280x720.mp4
77,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=118&Season=2025&title=MISS Mabrey 29' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mabrey 29' 3PT Jump Shot,1,1:57,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/118/b51f317d-9167-f648-7044-8c807b7eedc2_1280x720.mp4,
78,,,1,1:54,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=119&Season=2025&title=Howard REBOUND (Off:3 Def:2)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:3 Def:2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/119/34e32a83-d784-cdb6-93ce-ccdc83b9b161_1280x720.mp4
79,,,1,1:40,18 - 22,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=120&Season=2025&title=Howard 2' Layup (10 PTS) (Boston 3 AST)&SeasonType=Regular Season&LeagueID=10,Howard 2' Layup (10 PTS) (Boston 3 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/120/cd1b6b56-d3a1-a316-c62d-2d18366f22fc_1280x720.mp4
80,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=122&Season=2025&title=MISS Rivers 25' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Rivers 25' 3PT Jump Shot,1,1:22,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/122/5bb46603-db34-82fa-45a6-969fe4ffb2e2_1280x720.mp4,
81,,,1,1:19,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=123&Season=2025&title=Howard REBOUND (Off:3 Def:3)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:3 Def:3),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/123/50fe5fa4-2c80-eda9-6394-fdb9c8f84565_1280x720.mp4
82,,,1,1:12,18 - 24,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=124&Season=2025&title=Boston 1' Layup (4 PTS) (Clark 2 AST)&SeasonType=Regular Season&LeagueID=10,Boston 1' Layup (4 PTS) (Clark 2 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/124/ff598fbc-d80f-dd60-9fcd-71ea86bfe48a_1280x720.mp4
83,,Boston 1' Layup (4 PTS) (Clark 2 AST),1,1:11,,,,,,
84,,,1,1:11,,,,,,
85,,,1,1:11,,,,,,
86,,,1,1:11,,,,,,
87,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=133&Season=2025&title=MISS Charles 2' Driving Finger Roll Layup&SeasonType=Regular Season&LeagueID=10,MISS Charles 2' Driving Finger Roll Layup,1,0:56,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/133/20cfa46d-327c-80a6-62a9-79c571bf7006_1280x720.mp4,
88,,,1,0:54,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=134&Season=2025&title=Dantas REBOUND (Off:0 Def:1)&SeasonType=Regular Season&LeagueID=10,Dantas REBOUND (Off:0 Def:1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/134/0f51c054-58e7-9ed9-47d0-04be709e2cc2_1280x720.mp4
89,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=136&Season=2025&title=Mabrey STEAL (1 STL)&SeasonType=Regular Season&LeagueID=10,Mabrey STEAL (1 STL),1,0:43,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=136&Season=2025&title=Dantas Bad Pass Turnover (P1.T3)&SeasonType=Regular Season&LeagueID=10,Dantas Bad Pass Turnover (P1.T3),https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/136/9a68cbd4-7fb8-893f-418d-a0240f9ee0ab_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/136/9a68cbd4-7fb8-893f-418d-a0240f9ee0ab_1280x720.mp4
90,,,1,0:43,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=138&Season=2025&title=Colson P.FOUL (P1.PN)&SeasonType=Regular Season&LeagueID=10,Colson P.FOUL (P1.PN),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/138/1ce22a57-3700-c4f4-e957-a6758a4a943b_1280x720.mp4
